customer_id,name,gender,age,job_industry_category,wealth_segment,deceased_indicator,owns_car,tenure,categorized_job_title
3330,Tina Pristnor,Female,62.0,Health,Mass Customer,N,Yes,18.0,unknown
3331,Claire Trahar,Female,46.0,Financial Services,Mass Customer,N,No,8.0,IT & Software Roles
3332,Cissy Jeffress,Female,19.0,Health,Mass Customer,N,No,3.0,Marketing & Media
3333,Celinda Asher,Female,38.0,Property,Mass Customer,N,Yes,17.0,Engineering & Technical Roles
3334,Koralle Winckles,Female,52.0,Health,Mass Customer,N,Yes,12.0,Management & Leadership Roles
3335,Damian Dutt,Male,38.0,Health,Mass Customer,N,No,16.0,Marketing & Media
3336,Konstantine Terne,Male,38.0,Manufacturing,Mass Customer,N,Yes,8.0,Administrative Roles
3337,Brendan Aird,Male,41.0,Argiculture,Mass Customer,N,Yes,16.0,unknown
3338,Nata Ozanne,Female,53.0,Manufacturing,Mass Customer,N,Yes,10.0,unknown
3339,Andrea Rand,Male,31.0,Health,Mass Customer,N,No,21.0,IT & Software Roles
3340,Torey Beharrell,Male,26.0,Unknown,Mass Customer,N,No,2.0,Administrative Roles
3341,Vitia Crum,Female,37.0,Retail,Affluent Customer,N,Yes,6.0,IT & Software Roles
3342,Henry Phillps,Male,32.0,Entertainment,Mass Customer,N,No,7.0,unknown
3343,Cristabel Bim,Unknown,40.040122668029646,IT,Mass Customer,N,Yes,10.65704063378482,Administrative Roles
3344,Clerissa Columbell,Female,22.0,Unknown,Affluent Customer,N,Yes,1.0,Engineering & Technical Roles
3345,Hersch Gilkes,Male,40.0,Financial Services,High Net Worth,N,No,12.0,unknown
3346,Nadya Callaghan,Female,26.0,Financial Services,High Net Worth,N,No,3.0,IT & Software Roles
3347,Nichols  ,Male,32.0,Entertainment,High Net Worth,N,Yes,18.0,IT & Software Roles
3348,Amanda Hazeltine,Female,61.0,Health,High Net Worth,N,Yes,6.0,Healthcare & Therapy
3349,Byram Lamberts,Male,36.0,Argiculture,Affluent Customer,N,No,9.0,Management & Leadership Roles
3350,Tam Prestner,Male,42.0,Manufacturing,Affluent Customer,N,No,6.0,Administrative Roles
3351,Chryste Nornable,Female,35.0,Unknown,Affluent Customer,N,No,15.0,Administrative Roles
3352,Fredek Lobley,Male,23.0,Manufacturing,Affluent Customer,N,No,1.0,Administrative Roles
3353,Marina Scorrer,Female,23.0,Unknown,Mass Customer,N,Yes,1.0,Engineering & Technical Roles
3354,Ollie Restorick,Male,39.0,Manufacturing,Mass Customer,N,Yes,11.0,unknown
3355,Cherin Thireau,Female,27.0,Manufacturing,Mass Customer,N,No,3.0,Administrative Roles
3356,Dill Bampford,Male,58.0,Financial Services,Mass Customer,N,Yes,6.0,Healthcare & Therapy
3357,Georgie Henze,Male,18.0,Manufacturing,Affluent Customer,N,No,4.0,Engineering & Technical Roles
3358,Fairlie McGavin,Male,44.0,Manufacturing,Affluent Customer,N,Yes,11.0,Engineering & Technical Roles
3359,Duffy Cotillard,Male,26.0,Unknown,Mass Customer,N,No,3.0,IT & Software Roles
3360,Joelie Sherlaw,Female,54.0,Health,Affluent Customer,N,No,5.0,Engineering & Technical Roles
3361,Riva Yushin,Female,49.0,Property,Mass Customer,N,Yes,9.0,Administrative Roles
3362,Piotr Saladin,Male,46.0,Financial Services,Affluent Customer,N,No,13.0,Management & Leadership Roles
3363,Orson Tythacott,Male,17.0,Manufacturing,High Net Worth,N,Yes,3.0,Engineering & Technical Roles
3364,Trueman  ,Male,24.0,Manufacturing,Mass Customer,N,Yes,3.0,Engineering & Technical Roles
3365,Karlens Chaffyn,Unknown,40.040122668029646,IT,Mass Customer,N,No,10.65704063378482,Engineering & Technical Roles
3366,Rickey Gregolotti,Male,42.0,Manufacturing,Mass Customer,N,Yes,14.0,IT & Software Roles
3367,Melisse Massei,Female,17.0,Entertainment,Mass Customer,N,Yes,1.0,Science & Research
3368,Tanya Boddis,Female,50.0,Financial Services,Affluent Customer,N,No,16.0,IT & Software Roles
3369,Cathrin Rosencrantz,Female,41.0,Unknown,Mass Customer,N,No,10.0,Science & Research
3370,Brant Follis,Male,63.0,Unknown,High Net Worth,N,Yes,5.0,IT & Software Roles
3371,Josey Alves,Female,40.0,Retail,Mass Customer,N,No,17.0,IT & Software Roles
3372,Orazio Wissby,Male,63.0,Telecommunications,High Net Worth,N,No,15.0,unknown
3373,Inna Atack,Female,26.0,Health,Mass Customer,N,No,5.0,Science & Research
3374,Joann Corrigan,Female,58.0,Manufacturing,Mass Customer,N,Yes,12.0,Marketing & Media
3375,Thorsten Gregon,Male,24.0,Financial Services,High Net Worth,N,Yes,6.0,Administrative Roles
3376,Amity Widdall,Female,35.0,Manufacturing,Mass Customer,N,No,16.0,unknown
3377,Jamal MacRury,Male,29.0,Manufacturing,Mass Customer,N,Yes,7.0,unknown
3378,Ina Habershaw,Female,55.0,Financial Services,Affluent Customer,N,No,14.0,unknown
3379,Elysee Spurr,Female,18.0,Health,Mass Customer,N,Yes,2.0,Science & Research
3380,Abe Ealam,Male,63.0,Manufacturing,High Net Worth,N,Yes,14.0,Healthcare & Therapy
3381,Bruce Lackie,Male,24.0,Unknown,Mass Customer,N,No,4.0,IT & Software Roles
3382,Burk Walczak,Male,40.0,Unknown,High Net Worth,N,No,10.0,Management & Leadership Roles
3383,Dane Swansbury,Male,35.0,Financial Services,Affluent Customer,N,Yes,10.0,Finance & Accounting
3384,Wesley Nichols,Male,21.0,Unknown,Mass Customer,N,No,6.0,unknown
3385,Ronda  ,Female,42.0,Argiculture,Mass Customer,N,No,9.0,IT & Software Roles
3386,Cliff Nolin,Male,18.0,IT,High Net Worth,N,Yes,2.0,Engineering & Technical Roles
3387,Shel Duke,Female,41.0,Manufacturing,Affluent Customer,N,Yes,15.0,Administrative Roles
3388,Urbanus Pichan,Male,31.0,Retail,Mass Customer,N,No,7.0,Management & Leadership Roles
3389,Margo Saltmarshe,Female,45.0,Unknown,Affluent Customer,N,No,19.0,IT & Software Roles
3390,Fayth Baudins,Female,48.0,Unknown,High Net Worth,N,No,7.0,unknown
3391,Terrel Kreuzer,Male,26.0,Manufacturing,Mass Customer,N,No,7.0,unknown
3392,Brock Ride,Male,41.0,Financial Services,Mass Customer,N,No,10.0,Finance & Accounting
3393,Henrietta Olexa,Female,63.0,Retail,Mass Customer,N,Yes,7.0,IT & Software Roles
3394,Barde Spoward,Male,43.0,Health,Mass Customer,N,No,22.0,Science & Research
3395,Sigmund Fishbourn,Male,24.0,Financial Services,Mass Customer,N,No,3.0,unknown
3396,Arin Nappin,Male,57.0,Manufacturing,Mass Customer,N,Yes,9.0,Administrative Roles
3397,Melisande  ,Female,32.0,IT,Mass Customer,N,No,11.0,Engineering & Technical Roles
3398,Alberik Looks,Male,46.0,Unknown,High Net Worth,N,Yes,7.0,unknown
3399,Hillyer Biddulph,Male,21.0,Financial Services,Mass Customer,N,No,2.0,Management & Leadership Roles
3400,Brenna Childes,Female,30.0,Financial Services,Mass Customer,N,Yes,18.0,Marketing & Media
3401,Cristie  ,Female,24.0,Telecommunications,Mass Customer,N,Yes,4.0,Finance & Accounting
3402,Krystyna Scadden,Female,32.0,Retail,Mass Customer,N,No,10.0,Science & Research
3403,Jessalyn Zoellner,Female,23.0,Financial Services,Mass Customer,N,Yes,2.0,Finance & Accounting
3404,Thomasine McCloch,Female,44.0,Property,Affluent Customer,N,No,22.0,Engineering & Technical Roles
3405,Gavra Robez,Female,21.0,Financial Services,Mass Customer,N,Yes,3.0,Administrative Roles
3406,Lucy Lackmann,Female,38.0,IT,Mass Customer,N,Yes,10.0,Management & Leadership Roles
3407,Marven Ditts,Male,56.0,Financial Services,High Net Worth,N,Yes,19.0,Management & Leadership Roles
3408,Becka Bysaker,Female,45.0,Manufacturing,Mass Customer,N,No,18.0,Finance & Accounting
3409,Abbey Nellen,Female,40.0,Argiculture,Mass Customer,N,No,16.0,IT & Software Roles
3410,Merrili Brittin,Female,77.0,Property,Mass Customer,N,No,16.0,unknown
3411,Alena Hannis,Female,38.0,Unknown,Mass Customer,N,Yes,20.0,Administrative Roles
3412,Almira Ethelstone,Female,44.0,Unknown,Mass Customer,N,Yes,7.0,Administrative Roles
3413,Zulema Cristofolo,Female,20.0,Financial Services,Mass Customer,N,No,3.0,Management & Leadership Roles
3414,Winnifred Zima,Female,51.0,Unknown,Affluent Customer,N,Yes,10.0,IT & Software Roles
3415,Alberik Kelsey,Male,54.0,Property,High Net Worth,N,Yes,11.0,Engineering & Technical Roles
3416,Evanne Bentote,Female,41.0,Manufacturing,Mass Customer,N,Yes,11.0,unknown
3417,Deedee Coxall,Female,44.0,Health,Mass Customer,N,No,7.0,Marketing & Media
3418,Felipa Paddingdon,Female,58.0,Health,High Net Worth,N,No,19.0,IT & Software Roles
3419,Felipa Guslon,Female,44.0,Unknown,Mass Customer,N,Yes,18.0,Administrative Roles
3420,Norby Elion,Male,37.0,Financial Services,Mass Customer,N,Yes,19.0,Finance & Accounting
3421,Ronalda McGeechan,Female,55.0,Health,Affluent Customer,N,Yes,18.0,IT & Software Roles
3422,Lucine Virgin,Female,39.0,Manufacturing,Mass Customer,N,No,5.0,Education & Teaching
3423,Griselda Bezants,Female,18.0,Health,Affluent Customer,N,No,1.0,Healthcare & Therapy
3424,Vale Whittuck,Female,40.0,Manufacturing,Affluent Customer,N,Yes,11.0,Engineering & Technical Roles
3425,Alister De la Yglesia,Male,31.0,Manufacturing,Mass Customer,N,Yes,12.0,Engineering & Technical Roles
3426,Ron Dilon,Male,58.0,Entertainment,Mass Customer,N,No,17.0,Administrative Roles
3427,Mace Edington,Male,36.0,Financial Services,Mass Customer,N,Yes,17.0,Administrative Roles
3428,Leonora Iglesia,Female,43.0,Manufacturing,Mass Customer,N,Yes,16.0,Engineering & Technical Roles
3429,Alla Hirtzmann,Female,53.0,Health,High Net Worth,N,No,15.0,unknown
3430,Augustus Pickin,Male,53.0,Health,Affluent Customer,N,Yes,9.0,Science & Research
3431,York Calbreath,Male,21.0,Property,Affluent Customer,N,No,5.0,Marketing & Media
3432,Max Cloney,Female,29.0,Argiculture,Mass Customer,N,Yes,2.0,Marketing & Media
3433,Karissa Cabral,Female,19.0,Property,Mass Customer,N,No,2.0,IT & Software Roles
3434,Stesha Miners,Female,44.0,Health,Mass Customer,N,No,16.0,Administrative Roles
3435,Stevena Allcock,Female,15.0,Unknown,Affluent Customer,N,No,1.0,Marketing & Media
3436,Marget Freeland,Female,59.0,Financial Services,Mass Customer,N,Yes,5.0,unknown
3437,Penny Wellington,Male,54.0,Retail,High Net Worth,N,No,12.0,Management & Leadership Roles
3438,Gaylor Carbry,Male,21.0,Manufacturing,Mass Customer,N,No,2.0,Administrative Roles
3439,Rubie O'Gorman,Female,43.0,Unknown,Affluent Customer,N,Yes,19.0,IT & Software Roles
3440,Retha Kahane,Female,59.0,Manufacturing,Mass Customer,N,No,5.0,Marketing & Media
3441,Janelle Ebbage,Female,29.0,Manufacturing,High Net Worth,N,Yes,20.0,Administrative Roles
3442,Adrianne Petrecz,Female,55.0,Retail,Mass Customer,N,Yes,14.0,Science & Research
3443,Fran  ,Male,22.0,Unknown,Mass Customer,N,Yes,5.0,IT & Software Roles
3444,Kara-lynn Bims,Female,40.0,Manufacturing,Affluent Customer,N,No,7.0,Healthcare & Therapy
3445,Craggy  ,Male,51.0,Financial Services,Affluent Customer,N,Yes,11.0,IT & Software Roles
3446,Gard Tidy,Male,50.0,Manufacturing,Mass Customer,N,No,14.0,Engineering & Technical Roles
3447,Linell  ,Female,40.0,Financial Services,High Net Worth,N,No,17.0,unknown
3448,Roderich Mixer,Male,40.0,Financial Services,High Net Worth,N,No,9.0,IT & Software Roles
3449,Ilyssa Hannabuss,Female,43.0,Argiculture,High Net Worth,N,Yes,3.0,Management & Leadership Roles
3450,Brooke Durman,Female,24.0,Retail,Mass Customer,N,No,6.0,Healthcare & Therapy
3451,Ruprecht Loreit,Male,47.0,Unknown,High Net Worth,N,No,10.0,Marketing & Media
3452,Maura Estevez,Female,53.0,Retail,Mass Customer,N,No,13.0,Administrative Roles
3453,Jammie McEvon,Female,28.0,Retail,Affluent Customer,N,No,14.0,Engineering & Technical Roles
3454,Akim Mathes,Male,48.0,Unknown,Mass Customer,N,No,18.0,IT & Software Roles
3455,Coop Skey,Male,63.0,Unknown,Mass Customer,N,Yes,11.0,Administrative Roles
3456,Clovis Ortsmann,Female,58.0,Unknown,Mass Customer,N,Yes,12.0,unknown
3457,Robbi Springthorpe,Female,61.0,Manufacturing,Mass Customer,N,No,16.0,unknown
3458,Alejandro Shakelade,Male,40.0,Manufacturing,High Net Worth,N,Yes,19.0,IT & Software Roles
3459,Emelda Ramsdell,Female,17.0,Entertainment,Mass Customer,N,Yes,2.0,unknown
3460,Reinhold Barthrup,Male,18.0,Financial Services,Mass Customer,N,No,2.0,Finance & Accounting
3461,Nigel Izard,Male,55.0,Manufacturing,Affluent Customer,N,Yes,17.0,Science & Research
3462,Jehanna Sparhawk,Female,60.0,Health,High Net Worth,N,No,17.0,Healthcare & Therapy
3463,Fletch Durrett,Male,33.0,Financial Services,Affluent Customer,N,No,2.0,Finance & Accounting
3464,Etheline Gerretsen,Female,35.0,Financial Services,Mass Customer,N,Yes,4.0,Administrative Roles
3465,Hadria Pizer,Female,39.0,Manufacturing,High Net Worth,N,Yes,7.0,Engineering & Technical Roles
3466,Victor Zaple,Male,38.0,IT,Mass Customer,N,No,18.0,Administrative Roles
3467,Killy Spaducci,Male,37.0,IT,Mass Customer,N,No,21.0,Management & Leadership Roles
3468,Averill Woodbridge,Male,31.0,Unknown,Mass Customer,N,No,7.0,Education & Teaching
3469,Arabele Lantoph,Female,30.0,Health,Mass Customer,N,Yes,5.0,Healthcare & Therapy
3470,Catherina Ricca,Female,50.0,Health,Affluent Customer,N,Yes,6.0,Administrative Roles
3471,Brita Afonso,Female,64.0,IT,High Net Worth,N,Yes,8.0,Engineering & Technical Roles
3472,Dionysus McCarlie,Male,40.0,Retail,Affluent Customer,N,Yes,18.0,Management & Leadership Roles
3473,Sanderson Alloway,Unknown,40.040122668029646,IT,Mass Customer,N,No,10.65704063378482,Administrative Roles
3474,Justinian Crowhurst,Male,38.0,Manufacturing,Mass Customer,N,No,14.0,Administrative Roles
3475,Correna Goldsberry,Female,32.0,Retail,Affluent Customer,N,No,3.0,Management & Leadership Roles
3476,Stearn Willerstone,Male,28.0,Manufacturing,Affluent Customer,N,No,7.0,unknown
3477,Jaquelin Leek,Female,21.0,Financial Services,Affluent Customer,N,Yes,7.0,Management & Leadership Roles
3478,Hartwell Schach,Male,31.0,Health,Mass Customer,N,No,17.0,Healthcare & Therapy
3479,Pierette O' Ronan,Female,53.0,IT,Mass Customer,N,No,13.0,unknown
3480,Jarib  ,Male,58.0,Unknown,Mass Customer,N,No,20.0,unknown
3481,Haley Dessent,Male,20.0,Manufacturing,High Net Worth,N,No,4.0,IT & Software Roles
3482,Roch Rilston,Female,17.0,Health,Affluent Customer,N,Yes,2.0,Healthcare & Therapy
3483,Emlyn Burnel,Male,61.0,Health,High Net Worth,N,Yes,15.0,Marketing & Media
3484,Hedi Mowday,Female,41.0,Financial Services,High Net Worth,N,Yes,20.0,Administrative Roles
3485,Berthe Ludwell,Female,36.0,Financial Services,High Net Worth,N,Yes,9.0,Marketing & Media
3486,Reece Crewther,Male,61.0,Manufacturing,Mass Customer,N,No,18.0,Management & Leadership Roles
3487,Amalee Sanderson,Female,40.0,Health,High Net Worth,N,No,18.0,IT & Software Roles
3488,Cristobal Whitrod,Male,42.0,Manufacturing,Mass Customer,N,Yes,9.0,Healthcare & Therapy
3489,Margo Fletcher,Female,48.0,Argiculture,Mass Customer,N,Yes,9.0,Administrative Roles
3490,Taylor Dutchburn,Male,37.0,Financial Services,High Net Worth,N,No,14.0,Management & Leadership Roles
3491,Leanna Cromb,Female,41.0,Financial Services,Affluent Customer,N,No,10.0,Management & Leadership Roles
3492,Urbanus Redding,Male,51.0,Manufacturing,Mass Customer,N,No,19.0,Engineering & Technical Roles
3493,Jeffie Eakly,Male,53.0,Health,High Net Worth,N,No,18.0,Administrative Roles
3494,Robers Richen,Male,19.0,Argiculture,High Net Worth,N,No,1.0,Marketing & Media
3495,Constantine Frissell,Female,30.0,Financial Services,High Net Worth,N,No,8.0,IT & Software Roles
3496,Danya Burnyeat,Male,31.0,Manufacturing,Mass Customer,N,Yes,19.0,Marketing & Media
3497,Thia O'Day,Female,31.0,Manufacturing,Affluent Customer,N,Yes,18.0,Administrative Roles
3498,Lois Abrahim,Female,22.0,Manufacturing,Mass Customer,N,No,5.0,unknown
3499,Shelton Tewkesberrie,Male,38.0,Manufacturing,Mass Customer,N,Yes,7.0,unknown
3500,Josy Fleeman,Female,50.0,Entertainment,Affluent Customer,N,No,17.0,unknown
3501,Kayla Alentyev,Female,47.0,Telecommunications,Mass Customer,N,Yes,18.0,Administrative Roles
3502,Wilfrid Cleaves,Male,20.0,Retail,High Net Worth,N,Yes,3.0,Marketing & Media
3503,Tootsie Rafter,Female,38.0,Financial Services,Affluent Customer,N,Yes,10.0,Finance & Accounting
3504,Keriann Perdue,Female,54.0,Manufacturing,Mass Customer,N,Yes,6.0,Management & Leadership Roles
3505,Dolly Scallan,Female,43.0,Retail,Mass Customer,N,No,14.0,unknown
3506,Mercy Donisi,Female,42.0,Financial Services,Mass Customer,N,No,15.0,IT & Software Roles
3507,Christoph Greatreax,Male,62.0,Financial Services,Mass Customer,N,No,5.0,Administrative Roles
3508,Malvin Marre,Male,31.0,Health,Mass Customer,N,No,5.0,Healthcare & Therapy
3509,Janine Hesey,Female,39.0,Health,Mass Customer,N,Yes,15.0,Healthcare & Therapy
3510,Jemima Izaac,Unknown,40.040122668029646,IT,Affluent Customer,N,Yes,10.65704063378482,Healthcare & Therapy
3511,Willem Spraging,Male,51.0,Health,Affluent Customer,N,No,10.0,Science & Research
3512,Vladimir Abramowsky,Male,23.0,Financial Services,Mass Customer,N,Yes,8.0,Management & Leadership Roles
3513,Enriqueta Waterhowse,Unknown,40.040122668029646,IT,Affluent Customer,N,Yes,10.65704063378482,Finance & Accounting
3514,Darcy Ilett,Male,55.0,Unknown,Mass Customer,N,No,8.0,Science & Research
3515,Leelah Pynner,Female,42.0,Telecommunications,High Net Worth,N,Yes,18.0,Science & Research
3516,Diarmid Vearnals,Male,40.0,Property,Mass Customer,N,Yes,15.0,unknown
3517,Domeniga Terney,Female,60.0,Unknown,Mass Customer,N,Yes,6.0,Administrative Roles
3518,Magdaia Beardwell,Female,37.0,IT,Mass Customer,N,Yes,8.0,Science & Research
3519,Aldus Kenningley,Male,39.0,Manufacturing,Mass Customer,N,Yes,11.0,IT & Software Roles
3520,Travis Kaszper,Male,54.0,Health,Mass Customer,N,Yes,16.0,Science & Research
3521,Oneida Olivia,Female,37.0,Unknown,High Net Worth,N,Yes,16.0,Science & Research
3522,Lorri Byrth,Female,28.0,Financial Services,High Net Worth,N,Yes,11.0,Management & Leadership Roles
3523,Lin Tarver,Male,42.0,Unknown,Affluent Customer,N,No,19.0,unknown
3524,Waiter Piscopello,Male,44.0,Financial Services,Mass Customer,N,Yes,18.0,Engineering & Technical Roles
3525,Town Yitzhakov,Male,21.0,Unknown,Mass Customer,N,No,2.0,Marketing & Media
3526,Pail Iacopini,Male,39.0,Telecommunications,High Net Worth,N,Yes,13.0,Administrative Roles
3527,Kiley Scotson,Female,39.0,Financial Services,High Net Worth,N,No,18.0,Management & Leadership Roles
3528,Eliot Scammell,Male,53.0,Manufacturing,Mass Customer,N,Yes,7.0,Finance & Accounting
3529,Austine Kinny,Female,57.0,IT,High Net Worth,N,Yes,16.0,Engineering & Technical Roles
3530,Erik Kenneford,Male,44.0,Unknown,High Net Worth,N,Yes,8.0,Science & Research
3531,Shannah Pountain,Female,48.0,Retail,Affluent Customer,N,Yes,11.0,Administrative Roles
3532,May Birch,Female,27.0,Health,High Net Worth,N,Yes,7.0,Administrative Roles
3533,Neale Lowings,Male,36.0,Financial Services,Affluent Customer,N,Yes,8.0,unknown
3534,Kacie Stanbrooke,Female,42.0,Manufacturing,Affluent Customer,N,Yes,3.0,Education & Teaching
3535,Bren Dabbes,Female,23.0,Manufacturing,High Net Worth,N,No,6.0,IT & Software Roles
3536,Laurence Aulsford,Male,50.0,Retail,Affluent Customer,N,No,18.0,Education & Teaching
3537,Sholom Pavlasek,Male,20.0,Financial Services,Mass Customer,N,No,4.0,Marketing & Media
3538,Kerby Nassie,Male,40.0,Health,Mass Customer,N,No,8.0,Administrative Roles
3539,Sheelah Caine,Female,32.0,IT,Mass Customer,N,Yes,16.0,unknown
3540,Ali Naris,Male,63.0,Unknown,Mass Customer,N,Yes,7.0,unknown
3541,Aloin Harhoff,Male,32.0,Health,Mass Customer,N,No,11.0,unknown
3542,Perl Suddaby,Female,42.0,Financial Services,Mass Customer,N,No,10.0,Finance & Accounting
3543,Shanie Zahor,Female,31.0,Health,High Net Worth,N,Yes,21.0,Science & Research
3544,Benoite Trahmel,Female,19.0,Unknown,Affluent Customer,N,No,1.0,IT & Software Roles
3545,Wenonah Filgate,Female,43.0,Unknown,High Net Worth,N,No,4.0,IT & Software Roles
3546,Hally Pollie,Female,34.0,Manufacturing,Affluent Customer,N,Yes,9.0,Engineering & Technical Roles
3547,Ganny Dwerryhouse,Male,42.0,Financial Services,Affluent Customer,N,No,8.0,Finance & Accounting
3548,Dalli Seden,Male,59.0,Unknown,Affluent Customer,N,No,12.0,unknown
3549,Jodee Macewan,Female,51.0,Retail,Mass Customer,N,No,7.0,Marketing & Media
3550,Daisey Britto,Female,29.0,Retail,Mass Customer,N,Yes,16.0,Science & Research
3551,Zed Douris,Male,55.0,Health,Mass Customer,N,Yes,8.0,Healthcare & Therapy
3552,Ebeneser Lowde,Male,25.0,Retail,Affluent Customer,N,Yes,9.0,Finance & Accounting
3553,Dietrich Geggie,Male,43.0,Health,Mass Customer,N,No,10.0,Marketing & Media
3554,Briggs Mower,Male,39.0,IT,Mass Customer,N,Yes,16.0,Engineering & Technical Roles
3555,Latashia  ,Female,41.0,Manufacturing,Mass Customer,N,No,21.0,IT & Software Roles
3556,Larina Gheeorghie,Female,20.0,Manufacturing,High Net Worth,N,No,3.0,Management & Leadership Roles
3557,Tisha Gibbings,Female,39.0,Health,Affluent Customer,N,No,18.0,unknown
3558,Torey Sarney,Male,63.0,Unknown,High Net Worth,N,Yes,7.0,unknown
3559,Farra Bails,Female,32.0,Entertainment,High Net Worth,N,Yes,17.0,Administrative Roles
3560,Gav Bonin,Male,37.0,Retail,Mass Customer,N,Yes,7.0,Engineering & Technical Roles
3561,Emelda Allbones,Female,49.0,Financial Services,Mass Customer,N,Yes,5.0,Administrative Roles
3562,Martynne Bullivant,Female,45.0,Unknown,Affluent Customer,N,No,10.0,Administrative Roles
3563,De Leyband,Female,27.0,Financial Services,Affluent Customer,N,No,10.0,unknown
3564,Sandy Olford,Male,45.0,Unknown,High Net Worth,N,Yes,18.0,IT & Software Roles
3565,Charyl Pottiphar,Unknown,40.040122668029646,IT,High Net Worth,N,Yes,10.65704063378482,Engineering & Technical Roles
3566,Bram Pheasant,Male,41.0,Health,Affluent Customer,N,Yes,10.0,Marketing & Media
3567,Eileen Ilchenko,Female,37.0,Financial Services,Affluent Customer,N,Yes,14.0,Healthcare & Therapy
3568,Berthe Griniov,Female,62.0,Retail,Affluent Customer,N,No,5.0,Healthcare & Therapy
3569,Janel Daice,Female,44.0,Unknown,Affluent Customer,N,No,12.0,Marketing & Media
3570,Mordy Hedin,Male,55.0,Entertainment,Mass Customer,N,No,7.0,unknown
3571,Othilia Metcalf,Female,41.0,Property,Mass Customer,N,Yes,3.0,Marketing & Media
3572,Willis Tilston,Male,31.0,Retail,Affluent Customer,N,Yes,2.0,Marketing & Media
3573,Mab Dwyer,Female,21.0,Manufacturing,Mass Customer,N,Yes,3.0,Administrative Roles
3574,Eileen Eland,Female,26.0,Health,Mass Customer,N,No,6.0,Healthcare & Therapy
3575,Kandace Desesquelle,Female,44.0,IT,Affluent Customer,N,Yes,13.0,Administrative Roles
3576,Rochette Ebbens,Female,48.0,Unknown,Mass Customer,N,No,11.0,Administrative Roles
3577,Fowler Scotsbrook,Male,53.0,Retail,High Net Worth,N,No,10.0,Science & Research
3578,Dorella Sineath,Female,61.0,Property,Mass Customer,N,No,12.0,Administrative Roles
3579,Rachel Somes,Female,30.0,Health,High Net Worth,N,No,20.0,Engineering & Technical Roles
3580,Roby Samson,Female,45.0,Health,Mass Customer,N,No,10.0,Healthcare & Therapy
3581,Lindsy Ygo,Female,60.0,Unknown,Mass Customer,N,Yes,6.0,unknown
3582,Beryle Qusklay,Female,56.0,Property,Mass Customer,N,No,17.0,Administrative Roles
3583,Josselyn Mathey,Female,52.0,Retail,Affluent Customer,N,No,5.0,Administrative Roles
3584,Adler Teale,Male,55.0,Health,Mass Customer,N,No,10.0,unknown
3585,Concordia Lunbech,Female,55.0,Financial Services,High Net Worth,N,Yes,20.0,unknown
3586,Abby Brownstein,Female,38.0,Health,Affluent Customer,N,No,10.0,Healthcare & Therapy
3587,Ines Galfour,Female,20.0,Unknown,Affluent Customer,N,No,2.0,unknown
3588,Henrie Beadman,Female,56.0,Health,Affluent Customer,N,Yes,18.0,IT & Software Roles
3589,Nalani Dummer,Female,55.0,Health,High Net Worth,N,No,17.0,IT & Software Roles
3590,Carolan Velez,Female,39.0,Manufacturing,Mass Customer,N,Yes,19.0,unknown
3591,Dwight Kinsey,Male,39.0,Financial Services,Mass Customer,N,No,10.0,Finance & Accounting
3592,Pall MacCart,Male,63.0,Unknown,Mass Customer,N,No,12.0,Marketing & Media
3593,Carry Abercromby,Female,21.0,Retail,Mass Customer,N,No,5.0,Administrative Roles
3594,Gustavo Juschka,Male,32.0,Manufacturing,Mass Customer,N,No,18.0,Administrative Roles
3595,Timi Huson,Female,42.0,Retail,Mass Customer,N,No,6.0,IT & Software Roles
3596,Christi Gilluley,Female,40.0,Retail,Mass Customer,N,No,20.0,Administrative Roles
3597,Giorgi  ,Male,63.0,Property,Affluent Customer,N,Yes,16.0,Administrative Roles
3598,Penny McKirdy,Male,23.0,Manufacturing,Affluent Customer,N,Yes,5.0,IT & Software Roles
3599,Lane Maguire,Male,61.0,Unknown,High Net Worth,N,Yes,6.0,Administrative Roles
3600,Godart Gooderick,Male,55.0,Unknown,Mass Customer,N,No,16.0,Administrative Roles
3601,Fanya Gethyn,Female,42.0,IT,Mass Customer,N,No,18.0,Marketing & Media
3602,Alicea Scamwell,Female,29.0,Health,Mass Customer,N,No,12.0,Administrative Roles
3603,Cale Yaneev,Male,63.0,Retail,Mass Customer,N,Yes,14.0,Marketing & Media
3604,Findlay Lubman,Male,46.0,Health,High Net Worth,N,Yes,9.0,Management & Leadership Roles
3605,Andy Risely,Male,23.0,Unknown,Mass Customer,N,No,6.0,Finance & Accounting
3606,Jamima Wainscot,Female,60.0,Unknown,High Net Worth,N,No,15.0,Marketing & Media
3607,Troy Blaydes,Male,16.0,Health,Mass Customer,N,No,1.0,Healthcare & Therapy
3608,Conway Surgen,Male,44.0,Argiculture,High Net Worth,N,No,8.0,Healthcare & Therapy
3609,Chicky Butterfield,Male,20.0,Manufacturing,Mass Customer,N,No,4.0,Administrative Roles
3610,Erl Markel,Male,30.0,Financial Services,High Net Worth,N,Yes,16.0,Marketing & Media
3611,Uriah Chantree,Male,47.0,Unknown,Affluent Customer,N,Yes,10.0,Science & Research
3612,Normand Matous,Male,38.0,IT,High Net Worth,N,No,15.0,unknown
3613,Fairfax Pummery,Male,45.0,Health,Mass Customer,N,Yes,9.0,Finance & Accounting
3614,Berkie Gimber,Male,56.0,Retail,Affluent Customer,N,Yes,18.0,Science & Research
