name,age,gender,past_3_years_bike_related_purchases,categorized_job_title,job_industry_category,wealth_segment,owns_car,tenure,postcode,state,property_valuation,Rank,Value,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20
Romonda Hallt,57.0,Female,69,Administrative Roles,Unknown,Affluent Customer,No,15,2480,New South Wales,4,498,0.8606250000000001,0.75,0.75,0.75,0.75,498
Sula Thomann,28.0,Female,56,Administrative Roles,Unknown,Mass Customer,No,6,2160,New South Wales,9,498,0.8606250000000001,0.77,0.77,0.9625,0.818125,498
Renell Earley,63.0,Female,5,Finance & Accounting,Financial Services,Mass Customer,Yes,11,4171,Queensland,5,500,0.86,0.41,0.5125,0.5125,0.43562499999999993,500
Cliff Philipsson,50.0,Male,82,Engineering & Technical Roles,Argiculture,Mass Customer,No,16,3149,Victoria,10,500,0.86,0.59,0.59,0.7374999999999999,0.626875,500
Clevey Aisthorpe,41.0,Male,27,IT & Software Roles,Unknown,Mass Customer,Yes,8,2009,New South Wales,9,502,0.8584999999999999,0.43,0.5375,0.671875,0.57109375,502
Cariotta  ,43.0,Female,10,Administrative Roles,Entertainment,Affluent Customer,Yes,17,2527,New South Wales,7,502,0.8584999999999999,0.62,0.775,0.775,0.775,502
George Jose,57.0,Male,68,Administrative Roles,Retail,High Net Worth,Yes,20,4680,Queensland,4,504,0.8500000000000001,0.45,0.5625,0.5625,0.5625,504
Kissiah Foat,42.0,Female,30,Marketing & Media,Unknown,Mass Customer,Yes,19,2281,New South Wales,9,504,0.8500000000000001,0.51,0.6375,0.796875,0.67734375,504
Milty Brauninger,72.0,Male,13,Administrative Roles,Unknown,High Net Worth,No,11,2640,New South Wales,7,504,0.8500000000000001,0.97,0.97,0.97,0.97,504
Killian Nettles,37.0,Male,44,Administrative Roles,Unknown,Affluent Customer,No,4,3803,Victoria,7,507,0.85,0.81,0.81,0.81,0.81,507
Fredia Favelle,43.0,Female,94,Education & Teaching,Unknown,Mass Customer,Yes,19,4014,Queensland,8,507,0.85,0.97,1.2125,1.515625,1.28828125,507
Katleen Arnoult,41.0,Female,6,Management & Leadership Roles,Manufacturing,Mass Customer,Yes,13,2066,New South Wales,9,507,0.85,0.59,0.7374999999999999,0.9218749999999999,0.7835937499999999,507
Gaultiero Fibbens,37.0,Male,41,IT & Software Roles,Unknown,Affluent Customer,No,9,2035,New South Wales,11,507,0.85,0.87,0.87,1.0875,1.0875,507
Inglebert Aspinal,44.0,Male,4,Finance & Accounting,Financial Services,Mass Customer,No,11,2176,New South Wales,8,507,0.85,0.59,0.59,0.59,0.5015,507
Jammal Devenny,18.0,Male,57,Administrative Roles,Retail,High Net Worth,No,12,3152,Victoria,9,507,0.85,0.93,0.93,1.1625,1.1625,507
Adriane Richardson,41.0,Female,81,IT & Software Roles,Manufacturing,High Net Worth,No,9,3070,Victoria,8,513,0.8415,0.58,0.58,0.725,0.725,513
Jodi Lermit,63.0,Female,94,unknown,Health,Mass Customer,Yes,10,4021,Queensland,2,513,0.8415,0.84,1.05,1.3125,1.1156249999999999,513
Emelia Ackwood,29.0,Female,72,Management & Leadership Roles,Financial Services,Mass Customer,Yes,10,4183,Queensland,9,515,0.839375,0.51,0.6375,0.796875,0.67734375,515
Andee Huke,46.0,Female,91,unknown,Manufacturing,Mass Customer,No,9,3858,Victoria,2,515,0.839375,0.67,0.67,0.8375,0.711875,515
Isa Fominov,16.0,Male,75,Administrative Roles,Unknown,Mass Customer,Yes,5,2010,New South Wales,9,515,0.839375,0.58,0.725,0.90625,0.7703125,515
Zabrina Margram,53.0,Female,87,unknown,Manufacturing,High Net Worth,Yes,11,4053,Queensland,8,515,0.839375,0.59,0.7374999999999999,0.9218749999999999,0.9218749999999999,515
Maddalena Angood,18.0,Female,79,unknown,Manufacturing,Affluent Customer,No,12,2320,New South Wales,4,515,0.839375,0.85,0.85,0.85,0.85,515
Sofie Worsfold,63.0,Female,87,Science & Research,Retail,Mass Customer,Yes,9,4125,Queensland,6,520,0.8375,1.09,1.3625,1.703125,1.4476562499999999,520
Elmira Vasilyev,66.0,Female,33,Engineering & Technical Roles,Manufacturing,High Net Worth,No,12,2007,New South Wales,9,520,0.8375,0.89,0.89,1.1125,1.1125,520
Free Rowland,61.0,Male,42,unknown,Unknown,Mass Customer,Yes,12,3796,Victoria,8,520,0.8375,0.46,0.5750000000000001,0.5750000000000001,0.48875,520
Worthington Cohane,26.0,Male,60,Engineering & Technical Roles,Entertainment,High Net Worth,No,2,2000,New South Wales,12,520,0.8375,0.92,0.92,1.1500000000000001,1.1500000000000001,520
Bailey Bereford,67.0,Male,44,Marketing & Media,Argiculture,Affluent Customer,Yes,11,2444,New South Wales,6,524,0.83671875,0.78,0.9750000000000001,0.9750000000000001,0.9750000000000001,524
Perry Whitehurst,37.0,Male,79,Engineering & Technical Roles,Manufacturing,High Net Worth,Yes,8,3155,Victoria,7,524,0.83671875,0.59,0.7374999999999999,0.7374999999999999,0.7374999999999999,524
Antony Tuma,63.0,Male,11,Science & Research,Telecommunications,High Net Worth,Yes,13,3078,Victoria,10,526,0.833,1.01,1.2625,1.578125,1.578125,526
Corene Hallgate,53.0,Female,26,unknown,Financial Services,Mass Customer,Yes,14,3103,Victoria,12,526,0.833,0.63,0.7875,0.984375,0.83671875,526
Nico Chadwick,64.0,Male,97,Administrative Roles,Financial Services,Affluent Customer,No,13,3190,Victoria,8,526,0.833,1.07,1.07,1.3375000000000001,1.3375000000000001,526
Joline Skipperbottom,45.0,Female,59,IT & Software Roles,Unknown,High Net Worth,No,9,2161,New South Wales,9,529,0.83,0.71,0.71,0.8875,0.8875,529
Ivy Farr,44.0,Female,56,Administrative Roles,IT,High Net Worth,No,19,2120,New South Wales,11,530,0.8287500000000001,0.55,0.55,0.6875,0.6875,530
Dallas Lavalde,19.0,Female,18,Engineering & Technical Roles,Unknown,Mass Customer,No,12,2323,New South Wales,4,530,0.8287500000000001,0.54,0.54,0.54,0.459,530
Amabel  ,36.0,Female,71,Engineering & Technical Roles,Financial Services,Mass Customer,Yes,9,2144,New South Wales,6,530,0.8287500000000001,0.79,0.9875,0.9875,0.839375,530
Hilario McCulloch,31.0,Male,61,Administrative Roles,Retail,Mass Customer,No,8,3051,Victoria,8,530,0.8287500000000001,0.94,0.94,0.94,0.7989999999999999,530
Jim Haddrell,62.0,Male,55,Education & Teaching,Financial Services,Mass Customer,No,9,2358,New South Wales,3,530,0.8287500000000001,0.83,0.83,0.83,0.7054999999999999,530
Jacobo Mucklow,65.0,Male,62,IT & Software Roles,Financial Services,High Net Worth,Yes,22,3122,Victoria,8,530,0.8287500000000001,0.74,0.925,0.925,0.925,530
Gretel Paschke,61.0,Female,10,Marketing & Media,Financial Services,Mass Customer,Yes,17,4074,Queensland,7,536,0.8250000000000001,0.67,0.8375,0.8375,0.711875,536
Jethro Mertel,39.0,Male,16,IT & Software Roles,Argiculture,Mass Customer,Yes,15,2262,New South Wales,6,536,0.8250000000000001,0.65,0.8125,0.8125,0.6906249999999999,536
Dwain Hatch,23.0,Male,62,Administrative Roles,Health,Affluent Customer,No,15,3028,Victoria,8,536,0.8250000000000001,0.57,0.57,0.57,0.57,536
Lucretia D'Agostini,39.0,Female,41,IT & Software Roles,Manufacturing,High Net Worth,No,15,3185,Victoria,7,536,0.8250000000000001,0.69,0.69,0.69,0.69,536
Claude Bowstead,20.0,Female,37,Administrative Roles,Manufacturing,Mass Customer,No,7,2217,New South Wales,12,536,0.8250000000000001,0.81,0.81,1.0125000000000002,0.8606250000000001,536
Donn MacGregor,52.0,Male,80,Engineering & Technical Roles,Manufacturing,High Net Worth,No,5,2046,New South Wales,10,536,0.8250000000000001,1.04,1.04,1.3,1.3,536
Laurel Devennie,41.0,Female,78,Management & Leadership Roles,Manufacturing,Affluent Customer,No,13,4352,Queensland,5,536,0.8250000000000001,0.55,0.55,0.55,0.55,536
Elvira Darthe,42.0,Female,10,Administrative Roles,Financial Services,Affluent Customer,No,16,2168,New South Wales,9,536,0.8250000000000001,0.55,0.55,0.6875,0.6875,536
Angie Tansley,67.0,Male,68,Management & Leadership Roles,Manufacturing,Mass Customer,No,8,2444,New South Wales,7,544,0.8245,0.57,0.57,0.57,0.48449999999999993,544
Terrence Dalligan,19.0,Male,60,Engineering & Technical Roles,Manufacturing,High Net Worth,Yes,2,3200,Victoria,6,544,0.8245,0.84,1.05,1.05,1.05,544
Katy Crooke,40.0,Female,0,Science & Research,Health,Mass Customer,No,13,2111,New South Wales,12,546,0.8234374999999999,0.73,0.73,0.9125,0.775625,546
Sammy Borsi,45.0,Female,99,Finance & Accounting,Financial Services,Mass Customer,No,5,2289,New South Wales,7,546,0.8234374999999999,0.45,0.45,0.5625,0.47812499999999997,546
Morganica Ainsbury,45.0,Female,37,Marketing & Media,Entertainment,High Net Worth,Yes,9,2151,New South Wales,10,546,0.8234374999999999,0.76,0.95,1.1875,1.1875,546
Nils Champion,33.0,Male,69,IT & Software Roles,Retail,Affluent Customer,No,13,2750,New South Wales,9,549,0.82,0.4,0.4,0.5,0.5,549
Beverlee Querree,26.0,Female,42,Administrative Roles,Financial Services,High Net Worth,Yes,12,2075,New South Wales,12,549,0.82,0.94,1.1749999999999998,1.4687499999999998,1.4687499999999998,549
Cami Eitter,39.0,Female,34,Education & Teaching,Manufacturing,High Net Worth,Yes,11,3081,Victoria,9,551,0.818125,0.81,1.0125000000000002,1.2656250000000002,1.2656250000000002,551
Reiko Degenhardt,41.0,Female,83,Finance & Accounting,Financial Services,High Net Worth,Yes,5,4280,Queensland,6,552,0.816,0.91,1.1375,1.421875,1.421875,552
Cord Dunsmore,18.0,Male,12,Finance & Accounting,Manufacturing,Mass Customer,Yes,13,4301,Queensland,3,552,0.816,0.94,1.1749999999999998,1.1749999999999998,0.9987499999999998,552
Gabey Kennicott,59.0,Female,55,IT & Software Roles,Financial Services,Affluent Customer,No,17,2322,New South Wales,6,552,0.816,0.85,0.85,0.85,0.85,552
Jacqui Devey,22.0,Female,79,IT & Software Roles,Financial Services,High Net Worth,Yes,13,2261,New South Wales,8,555,0.8125,0.41,0.5125,0.5125,0.5125,555
Byrom Ramas,24.0,Male,23,IT & Software Roles,Manufacturing,High Net Worth,No,12,2528,New South Wales,7,555,0.8125,0.82,0.82,0.82,0.82,555
Worthington Ahmed,45.0,Male,79,Management & Leadership Roles,Financial Services,High Net Worth,No,13,3335,Victoria,3,555,0.8125,0.91,0.91,0.91,0.91,555
Chico Dye,23.0,Male,46,Healthcare & Therapy,Manufacturing,High Net Worth,No,13,2526,New South Wales,9,555,0.8125,1.02,1.02,1.275,1.275,555
Davidde Cockroft,70.0,Male,70,Engineering & Technical Roles,Manufacturing,High Net Worth,No,8,2158,New South Wales,12,555,0.8125,0.74,0.74,0.925,0.925,555
Charlie Dmych,67.0,Male,60,Administrative Roles,Manufacturing,High Net Worth,No,13,2263,New South Wales,6,555,0.8125,1.04,1.04,1.04,1.04,555
Donn Chaney,66.0,Male,15,Administrative Roles,Unknown,Mass Customer,No,13,4701,Queensland,3,561,0.81015625,0.88,0.88,0.88,0.748,561
Kamila Parsonage,63.0,Female,80,unknown,Property,Mass Customer,No,5,4131,Queensland,8,562,0.81,0.98,0.98,0.98,0.833,562
Barth Sapshed,23.0,Male,4,Administrative Roles,Financial Services,Mass Customer,Yes,13,4520,Queensland,10,563,0.8075,0.68,0.8500000000000001,1.0625,0.903125,563
Padriac Collacombe,50.0,Male,67,IT & Software Roles,Health,Affluent Customer,No,13,2090,New South Wales,10,563,0.8075,0.59,0.59,0.7374999999999999,0.7374999999999999,563
Olive Mozzi,62.0,Female,87,Marketing & Media,Retail,Affluent Customer,Yes,20,2567,New South Wales,9,563,0.8075,0.62,0.775,0.96875,0.96875,563
Benedict Rosas,62.0,Male,73,Finance & Accounting,Financial Services,High Net Worth,Yes,15,2142,New South Wales,6,563,0.8075,0.78,0.9750000000000001,0.9750000000000001,0.9750000000000001,563
Virginia De Antoni,53.0,Female,17,Administrative Roles,Telecommunications,High Net Worth,Yes,12,2030,New South Wales,10,563,0.8075,1.05,1.3125,1.640625,1.640625,563
Nicolas O'Donnell,31.0,Male,40,Finance & Accounting,Unknown,Mass Customer,Yes,14,3177,Victoria,7,568,0.8,1.02,1.275,1.275,1.08375,568
Oswald MacCarlich,26.0,Male,81,Administrative Roles,Entertainment,Mass Customer,No,14,4717,Queensland,1,568,0.8,0.51,0.51,0.6375,0.541875,568
Ailyn Howgate,16.0,Female,66,Engineering & Technical Roles,Manufacturing,Mass Customer,Yes,2,4213,Queensland,7,568,0.8,0.99,1.2375,1.2375,1.0518750000000001,568
Karol Salthouse,49.0,Female,53,Administrative Roles,Financial Services,Mass Customer,Yes,18,2570,New South Wales,8,568,0.8,0.79,0.9875,0.9875,0.839375,568
Esdras Birchett,67.0,Male,81,Administrative Roles,Entertainment,Mass Customer,Yes,21,2258,New South Wales,9,568,0.8,0.62,0.775,0.96875,0.8234374999999999,568
Wilfrid Gertray,75.0,Male,1,Administrative Roles,Financial Services,Mass Customer,No,16,2766,New South Wales,8,568,0.8,1.07,1.07,1.07,0.9095,568
Charmain Styles,52.0,Female,49,IT & Software Roles,Property,High Net Worth,Yes,18,3029,Victoria,7,574,0.7989999999999999,0.85,1.0625,1.0625,1.0625,574
Harlene Nono,46.240081383519836,U,69,Administrative Roles,IT,Mass Customer,No,12,2170,New South Wales,7,575,0.796875,0.99,0.99,0.99,0.8415,575
Kirsteni Gritskov,19.0,Female,66,unknown,Unknown,Mass Customer,No,4,2560,New South Wales,7,575,0.796875,0.62,0.62,0.62,0.527,575
Bobby Summersby,74.0,Male,90,Marketing & Media,Financial Services,Affluent Customer,No,7,3350,Victoria,2,575,0.796875,0.75,0.75,0.9375,0.9375,575
Shepherd Dutchburn,41.0,Male,33,Marketing & Media,Financial Services,High Net Worth,Yes,9,2160,New South Wales,9,575,0.796875,1.09,1.3625,1.703125,1.703125,575
Berenice Kaesmakers,23.0,Female,64,Marketing & Media,Retail,Mass Customer,No,11,2145,New South Wales,9,575,0.796875,0.4,0.4,0.5,0.425,575
Jesse Crosio,23.0,Male,75,IT & Software Roles,Unknown,Mass Customer,Yes,13,3133,Victoria,8,575,0.796875,0.47,0.5874999999999999,0.5874999999999999,0.4993749999999999,575
Cordi Thornton,45.0,Female,47,Engineering & Technical Roles,Telecommunications,Mass Customer,No,11,2028,New South Wales,10,575,0.796875,0.87,0.87,1.0875,0.924375,575
Debbie Tillman,27.0,Female,3,Administrative Roles,Manufacturing,High Net Worth,Yes,13,4551,Queensland,8,582,0.79,0.74,0.925,0.925,0.925,582
Judie Pirkis,22.0,Female,2,Administrative Roles,Unknown,Affluent Customer,Yes,4,2111,New South Wales,11,583,0.7875,0.91,1.1375,1.421875,1.421875,583
Flin Yoskowitz,22.0,Male,9,Healthcare & Therapy,Health,Mass Customer,Yes,11,2574,New South Wales,7,583,0.7875,0.62,0.775,0.775,0.65875,583
Noel Sturch,66.0,Female,26,Science & Research,Health,Mass Customer,No,10,3585,Victoria,1,583,0.7875,0.96,0.96,0.96,0.816,583
Letizia Poore,79.0,Female,27,IT & Software Roles,Manufacturing,Affluent Customer,No,15,3677,Victoria,3,583,0.7875,0.92,0.92,0.92,0.92,583
Raynard  ,21.0,Male,32,Science & Research,Health,Affluent Customer,No,14,4132,Queensland,6,587,0.78625,0.5,0.5,0.5,0.5,587
Kiley Grunder,23.0,Male,95,Management & Leadership Roles,Financial Services,Affluent Customer,Yes,1,4006,Queensland,8,587,0.78625,0.78,0.9750000000000001,1.21875,1.21875,587
Ethelred Sissel,43.0,Male,83,IT & Software Roles,Health,High Net Worth,No,18,2539,New South Wales,8,587,0.78625,0.86,0.86,1.075,1.075,587
Dena Pabst,30.0,Female,39,Marketing & Media,Manufacturing,High Net Worth,Yes,17,3037,Victoria,7,590,0.7835937499999999,0.57,0.7124999999999999,0.7124999999999999,0.7124999999999999,590
Wyndham Woolford,38.0,Male,1,Engineering & Technical Roles,Manufacturing,Mass Customer,No,10,3977,Victoria,6,591,0.782,0.83,0.83,0.83,0.7054999999999999,591
Rochette Haddacks,21.0,Female,44,Finance & Accounting,Retail,Affluent Customer,Yes,13,3020,Victoria,8,591,0.782,1.04,1.3,1.3,1.3,591
Jamal Dudgeon,52.0,Male,83,Engineering & Technical Roles,Financial Services,Mass Customer,No,7,3029,Victoria,5,591,0.782,0.47,0.47,0.5874999999999999,0.4993749999999999,591
Levin Coxen,62.0,Male,13,Finance & Accounting,Property,Mass Customer,No,20,2753,New South Wales,8,594,0.78125,0.79,0.79,0.79,0.6715,594
Marinna Kauschke,44.0,Female,21,Marketing & Media,Financial Services,Affluent Customer,Yes,8,3174,Victoria,3,595,0.775625,1.01,1.2625,1.2625,1.2625,595
Kyle Michie,59.0,Female,6,Healthcare & Therapy,Unknown,Mass Customer,Yes,10,3032,Victoria,8,595,0.775625,0.68,0.8500000000000001,0.8500000000000001,0.7225,595
Lanie Cobbold,39.0,Male,57,Marketing & Media,Unknown,Mass Customer,Yes,9,2323,New South Wales,5,595,0.775625,0.5,0.625,0.625,0.53125,595
Gilbert O'Fallone,23.0,Male,29,Administrative Roles,Entertainment,High Net Worth,No,1,2126,New South Wales,11,595,0.775625,0.67,0.67,0.8375,0.8375,595
Gerianne Kaysor,46.240081383519836,U,15,Administrative Roles,IT,Affluent Customer,No,5,2121,New South Wales,11,599,0.775,0.47,0.47,0.5874999999999999,0.5874999999999999,599
Esther McOnie,78.0,Female,59,Administrative Roles,Unknown,Mass Customer,No,14,2096,New South Wales,12,599,0.775,0.95,0.95,1.1875,1.009375,599
Chaim Kingdon,21.0,Male,63,Finance & Accounting,Financial Services,Affluent Customer,Yes,15,2097,New South Wales,9,599,0.775,0.65,0.8125,1.015625,1.015625,599
Anson Dearnaly,20.0,Male,68,IT & Software Roles,Health,Affluent Customer,Yes,11,2103,New South Wales,11,602,0.7735,0.92,1.1500000000000001,1.4375000000000002,1.4375000000000002,602
Caitrin Critten,44.0,Female,45,Management & Leadership Roles,Manufacturing,Mass Customer,Yes,10,4113,Queensland,7,603,0.7703125,0.41,0.5125,0.5125,0.43562499999999993,603
Garreth Minett,56.0,Male,93,Administrative Roles,Unknown,Affluent Customer,Yes,10,3163,Victoria,7,604,0.765,0.43,0.5375,0.671875,0.671875,604
Rozamond Sommer,51.0,Female,27,Administrative Roles,IT,Affluent Customer,Yes,12,3129,Victoria,10,604,0.765,0.59,0.7374999999999999,0.9218749999999999,0.9218749999999999,604
Annabell Downer,62.0,Female,33,Finance & Accounting,Unknown,Affluent Customer,No,20,2763,New South Wales,9,606,0.7649999999999999,0.48,0.48,0.6,0.6,606
Maximilian Geffen,62.0,Male,96,Engineering & Technical Roles,Manufacturing,Mass Customer,Yes,20,2750,New South Wales,8,606,0.7649999999999999,0.5,0.625,0.78125,0.6640625,606
Ajay Worham,38.0,Female,80,IT & Software Roles,Manufacturing,Mass Customer,Yes,12,2800,New South Wales,6,606,0.7649999999999999,0.57,0.7124999999999999,0.7124999999999999,0.6056249999999999,606
Jamison Cashin,47.0,Male,70,Management & Leadership Roles,Health,Mass Customer,Yes,5,2477,New South Wales,8,609,0.7625,1.03,1.2875,1.2875,1.094375,609
Dorian Emery,19.0,Female,94,Education & Teaching,Manufacturing,Mass Customer,Yes,9,2168,New South Wales,8,609,0.7625,1.07,1.3375000000000001,1.6718750000000002,1.42109375,609
Nicol Swinford,41.0,Male,65,Management & Leadership Roles,Property,High Net Worth,No,16,4157,Queensland,7,609,0.7625,0.85,0.85,0.85,0.85,609
Agna Cowpe,48.0,Female,88,unknown,Property,Mass Customer,Yes,7,4114,Queensland,3,612,0.7570312499999999,0.64,0.8,1.0,0.85,612
Nev Prosh,67.0,Male,29,Science & Research,Health,Affluent Customer,Yes,17,2148,New South Wales,8,612,0.7570312499999999,0.52,0.65,0.65,0.65,612
Lucius Hatchell,66.0,Male,37,Administrative Roles,Retail,Mass Customer,Yes,14,3782,Victoria,8,612,0.7570312499999999,0.82,1.025,1.025,0.8712499999999999,612
Francisca Pottage,60.0,Female,63,Engineering & Technical Roles,IT,Mass Customer,No,8,2177,New South Wales,9,615,0.7565,0.89,0.89,1.1125,0.945625,615
Farlie Brookz,54.0,Male,62,Administrative Roles,Health,Mass Customer,Yes,6,2070,New South Wales,12,615,0.7565,0.7,0.875,1.09375,0.9296875,615
Mariette  ,61.0,Female,47,IT & Software Roles,Property,Affluent Customer,Yes,17,2049,New South Wales,11,617,0.7543749999999999,0.44,0.55,0.6875,0.6875,617
Beverlee Ungerechts,44.0,Female,49,Engineering & Technical Roles,Manufacturing,Mass Customer,No,8,4020,Queensland,7,617,0.7543749999999999,1.04,1.04,1.04,0.884,617
Nanni Girodias,59.0,Female,61,unknown,Retail,High Net Worth,No,16,2161,New South Wales,9,617,0.7543749999999999,1.01,1.01,1.2625,1.2625,617
Delcina Hursey,49.0,Female,22,unknown,Financial Services,Mass Customer,Yes,7,4132,Queensland,4,620,0.75,1.04,1.3,1.3,1.105,620
Lek Pimblett,62.0,Male,88,Engineering & Technical Roles,Financial Services,Mass Customer,Yes,6,2460,New South Wales,2,620,0.75,0.6,0.75,0.9375,0.796875,620
Kellyann Adshad,77.0,Female,62,unknown,Unknown,Mass Customer,Yes,22,2161,New South Wales,9,620,0.75,1.09,1.3625,1.703125,1.4476562499999999,620
Ewell Paulusch,19.0,Male,31,Engineering & Technical Roles,Manufacturing,Mass Customer,Yes,8,4032,Queensland,7,620,0.75,0.66,0.8250000000000001,0.8250000000000001,0.70125,620
Madison Lars,50.0,Male,11,Healthcare & Therapy,Health,Mass Customer,No,19,4500,Queensland,9,620,0.75,0.65,0.65,0.8125,0.6906249999999999,620
Ardis Taree,57.0,Female,97,Engineering & Technical Roles,Manufacturing,Affluent Customer,Yes,5,4128,Queensland,9,625,0.748,0.63,0.7875,0.984375,0.984375,625
Wheeler Godsil,24.0,Male,51,Science & Research,Manufacturing,Affluent Customer,Yes,6,2147,New South Wales,9,626,0.74375,0.79,0.9875,1.234375,1.234375,626
Marissa O'Scandall,44.0,Female,17,unknown,Unknown,Affluent Customer,Yes,7,3199,Victoria,7,626,0.74375,0.46,0.5750000000000001,0.5750000000000001,0.5750000000000001,626
Terrel Keynd,56.0,Male,30,Marketing & Media,Manufacturing,Mass Customer,No,9,4221,Queensland,7,626,0.74375,0.54,0.54,0.54,0.459,626
Augie Swallwell,78.0,Male,42,unknown,Property,Affluent Customer,Yes,13,2400,New South Wales,2,626,0.74375,0.84,1.05,1.05,1.05,626
Dillon Bannister,72.0,Male,7,Finance & Accounting,Unknown,Mass Customer,No,11,2062,New South Wales,9,626,0.74375,1.03,1.03,1.2875,1.094375,626
Osbourn Gherardini,30.0,Male,43,unknown,Unknown,High Net Worth,Yes,16,2782,New South Wales,7,626,0.74375,1.08,1.35,1.35,1.35,626
Lissa Gawn,55.0,Female,86,Administrative Roles,Health,Mass Customer,Yes,17,4503,Queensland,5,632,0.74,0.62,0.775,0.96875,0.8234374999999999,632
Leisha McConway,42.0,Female,3,Administrative Roles,Financial Services,Mass Customer,Yes,13,3175,Victoria,8,632,0.74,1.09,1.3625,1.3625,1.158125,632
Kearney Cuddehy,20.0,Male,88,Administrative Roles,Retail,Mass Customer,No,12,4207,Queensland,6,634,0.7394999999999999,0.98,0.98,1.225,1.04125,634
Shellysheldon Bichard,64.0,Male,96,IT & Software Roles,Financial Services,Mass Customer,Yes,16,4503,Queensland,5,634,0.7394999999999999,0.77,0.9625,1.203125,1.02265625,634
Reinhard Oscroft,67.0,Male,23,Healthcare & Therapy,Health,High Net Worth,No,18,3690,Victoria,1,634,0.7394999999999999,0.58,0.58,0.58,0.58,634
Menard Venmore,39.0,Male,97,Administrative Roles,Retail,High Net Worth,No,8,2197,New South Wales,10,637,0.7374999999999999,0.87,0.87,1.0875,1.0875,637
Andree Breeds,63.0,Female,31,Marketing & Media,Financial Services,Affluent Customer,Yes,11,3152,Victoria,6,637,0.7374999999999999,0.68,0.8500000000000001,0.8500000000000001,0.8500000000000001,637
Kata Harrop,67.0,Female,70,unknown,Retail,Affluent Customer,Yes,13,2196,New South Wales,10,637,0.7374999999999999,0.77,0.9625,1.203125,1.203125,637
Pierrette Gummie,51.0,Female,18,Science & Research,Retail,Affluent Customer,No,14,3143,Victoria,8,637,0.7374999999999999,0.61,0.61,0.61,0.61,637
Nady Withinshaw,49.0,Female,96,IT & Software Roles,Unknown,High Net Worth,No,8,4000,Queensland,7,641,0.7343749999999999,0.74,0.74,0.925,0.925,641
Demott Mullaly,35.0,Male,42,Administrative Roles,Property,Mass Customer,No,13,2525,New South Wales,8,642,0.7331249999999999,0.61,0.61,0.61,0.5185,642
Wendye Kleinplatz,21.0,Female,48,Administrative Roles,Manufacturing,Affluent Customer,No,14,4132,Queensland,3,643,0.731,0.92,0.92,0.92,0.92,643
Irvin Bevans,55.0,Male,82,Administrative Roles,Manufacturing,Mass Customer,No,12,2046,New South Wales,11,644,0.73046875,0.69,0.69,0.8624999999999999,0.7331249999999999,644
Madella Marquiss,41.0,Female,51,Management & Leadership Roles,Unknown,Affluent Customer,No,18,3175,Victoria,8,644,0.73046875,0.72,0.72,0.72,0.72,644
Austine Speedy,77.0,Female,38,Engineering & Technical Roles,Argiculture,High Net Worth,Yes,14,2558,New South Wales,8,646,0.73,1.01,1.2625,1.2625,1.2625,646
Wolf Craft,22.0,Male,93,IT & Software Roles,Retail,Affluent Customer,Yes,5,2148,New South Wales,9,646,0.73,1.06,1.3250000000000002,1.6562500000000002,1.6562500000000002,646
Aldin Newsome,36.0,Male,24,Finance & Accounting,Financial Services,Mass Customer,No,17,2127,New South Wales,9,648,0.725,1.06,1.06,1.3250000000000002,1.1262500000000002,648
Sindee Jasik,75.0,Female,18,Marketing & Media,Health,Mass Customer,Yes,15,4030,Queensland,9,648,0.725,1.03,1.2875,1.609375,1.36796875,648
Truman Arlett,59.0,Male,58,IT & Software Roles,Manufacturing,High Net Worth,Yes,16,2477,New South Wales,5,648,0.725,0.74,0.925,0.925,0.925,648
Gordon Rewan,30.0,Male,42,Engineering & Technical Roles,Unknown,Mass Customer,No,5,2750,New South Wales,8,651,0.7225,0.76,0.76,0.76,0.646,651
Israel Brough,41.0,Male,29,unknown,Unknown,Mass Customer,Yes,8,2281,New South Wales,7,651,0.7225,0.53,0.6625000000000001,0.6625000000000001,0.5631250000000001,651
Leticia Hovenden,20.0,Female,98,Engineering & Technical Roles,Retail,Mass Customer,Yes,1,3178,Victoria,9,653,0.7187500000000001,0.94,1.1749999999999998,1.4687499999999998,1.2484374999999999,653
Caritta Compston,59.0,Female,86,Engineering & Technical Roles,Manufacturing,Mass Customer,Yes,17,3976,Victoria,5,653,0.7187500000000001,0.98,1.225,1.53125,1.3015625,653
Annabelle Hanwell,66.0,Female,11,Education & Teaching,Manufacturing,High Net Worth,Yes,15,3083,Victoria,12,655,0.7171875,0.59,0.7374999999999999,0.9218749999999999,0.9218749999999999,655
Darryl Hovee,73.0,Female,2,Education & Teaching,Financial Services,Mass Customer,Yes,19,2047,New South Wales,12,655,0.7171875,0.43,0.5375,0.671875,0.57109375,655
Orly Nesbitt,32.0,Female,6,IT & Software Roles,Manufacturing,High Net Worth,Yes,14,3163,Victoria,6,657,0.714,0.73,0.9125,0.9125,0.9125,657
Margette Gibard,75.0,Female,34,unknown,Manufacturing,Affluent Customer,Yes,9,2011,New South Wales,7,658,0.7124999999999999,0.97,1.2125,1.2125,1.2125,658
Nicol Bertot,40.0,Female,25,Finance & Accounting,Financial Services,Affluent Customer,Yes,18,3060,Victoria,5,658,0.7124999999999999,0.54,0.675,0.675,0.675,658
